record,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Custom_Age,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Miss_school_no_permission,Other_students_kind_and_helpful,Parents_understand_problems,Most_of_the_time_or_always_felt_lonely,Missed_classes_or_school_without_permission,Were_underweight,Were_overweight,Were_obese
367,No,No,No,17 years old,Male,0 times,2 or 3 times,Rarely,3 or more,3 to 5 days,Most of the time,Rarely,No,Yes,No,No,No
368,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Rarely,No,No,No,No,No
369,No,Yes,No,16 years old,Female,2 or 3 times,0 times,Never,3 or more,0 days,Rarely,Always,No,No,No,No,No
370,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Most of the time,No,No,No,No,No
373,Yes,No,No,16 years old,Female,2 or 3 times,0 times,Most of the time,3 or more,6 to 9 days,Most of the time,Sometimes,Yes,Yes,No,No,No
374,No,Yes,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
375,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Rarely,Sometimes,No,Yes,No,No,No
377,No,No,Yes,17 years old,Male,0 times,2 or 3 times,Sometimes,3 or more,1 or 2 days,Rarely,Sometimes,No,Yes,No,No,No
378,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Always,No,No,No,No,No
379,No,Yes,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Rarely,No,No,No,Yes,No
380,Yes,Yes,Yes,16 years old,Female,1 time,0 times,Always,0,0 days,Never,Rarely,Yes,No,No,No,No
381,No,No,No,16 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Sometimes,Sometimes,Yes,No,No,No,No
382,No,Yes,Yes,17 years old,Male,1 time,0 times,Most of the time,3 or more,0 days,Sometimes,Sometimes,Yes,No,No,No,No
383,Yes,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
387,Yes,Yes,Yes,13 years old,Female,0 times,0 times,Most of the time,2,0 days,Sometimes,Rarely,Yes,No,No,No,No
391,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
393,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
397,Yes,Yes,Yes,15 years old,Male,0 times,0 times,Never,2,6 to 9 days,Sometimes,Always,No,Yes,No,No,No
410,No,No,No,16 years old,Male,0 times,1 time,Rarely,3 or more,0 days,Never,Most of the time,No,No,No,No,No
412,No,No,No,16 years old,Female,0 times,0 times,Rarely,2,0 days,Rarely,Never,No,No,No,No,No
413,No,No,Yes,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Never,Rarely,No,No,No,Yes,No
414,Yes,Yes,Yes,15 years old,Female,0 times,0 times,Most of the time,3 or more,10 or more days,Rarely,Most of the time,Yes,Yes,No,No,No
415,Yes,No,Yes,16 years old,Female,0 times,0 times,Sometimes,1,6 to 9 days,Most of the time,Rarely,No,Yes,No,No,No
417,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
418,No,No,No,15 years old,Female,0 times,0 times,Most of the time,3 or more,1 or 2 days,Sometimes,Rarely,Yes,Yes,No,No,No
421,No,Yes,No,17 years old,Female,0 times,0 times,Most of the time,0,3 to 5 days,Rarely,Never,Yes,Yes,No,No,No
422,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Always,No,Yes,No,No,No
423,No,No,No,16 years old,Female,0 times,2 or 3 times,Never,2,0 days,Sometimes,Sometimes,No,No,No,No,No
424,No,No,No,17 years old,Female,0 times,0 times,Never,2,0 days,Never,Most of the time,No,No,No,Yes,Yes
426,No,No,No,15 years old,Female,1 time,2 or 3 times,Sometimes,1,0 days,Rarely,Never,No,No,No,Yes,No
427,No,No,No,15 years old,Female,0 times,1 time,Rarely,3 or more,0 days,Rarely,Never,No,No,No,No,No
429,No,No,Yes,13 years old,Female,2 or 3 times,2 or 3 times,Sometimes,3 or more,1 or 2 days,Most of the time,Never,No,Yes,No,Yes,No
431,Yes,Yes,No,14 years old,Female,0 times,0 times,Rarely,0,10 or more days,Never,Never,No,Yes,No,Yes,Yes
434,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Sometimes,No,No,No,No,No
436,Yes,Yes,No,13 years old,Male,0 times,1 time,Never,3 or more,3 to 5 days,Sometimes,Never,No,Yes,No,Yes,No
437,Yes,Yes,No,13 years old,Male,0 times,1 time,Sometimes,3 or more,0 days,Sometimes,Never,No,No,No,Yes,No
439,No,No,No,15 years old,Female,0 times,0 times,Rarely,2,1 or 2 days,Most of the time,Rarely,No,Yes,No,Yes,No
440,No,No,No,14 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
447,No,No,Yes,16 years old,Female,0 times,0 times,Never,0,0 days,Never,Never,No,No,No,Yes,No
451,Yes,Yes,Yes,17 years old,Male,1 time,1 time,Never,2,1 or 2 days,Rarely,Never,No,Yes,No,No,No
453,No,No,Yes,16 years old,Female,0 times,0 times,Most of the time,0,0 days,Rarely,Most of the time,Yes,No,No,No,No
456,Yes,No,No,13 years old,Female,0 times,0 times,Sometimes,1,0 days,Most of the time,Rarely,No,No,No,Yes,No
457,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Rarely,No,No,No,Yes,No
458,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Sometimes,No,No,No,Yes,No
459,Yes,Yes,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,Yes,No
463,No,No,No,14 years old,Female,0 times,0 times,Most of the time,2,3 to 5 days,Rarely,Never,Yes,Yes,No,No,No
464,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
465,No,No,No,15 years old,Male,0 times,0 times,Sometimes,2,0 days,Most of the time,Most of the time,No,No,No,No,No
466,No,Yes,No,16 years old,Male,2 or 3 times,0 times,Sometimes,3 or more,0 days,Rarely,Rarely,No,No,No,Yes,No
467,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,3 to 5 days,Most of the time,Most of the time,No,Yes,No,No,No
470,No,No,No,13 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Always,Always,No,No,No,Yes,No
471,No,Yes,No,14 years old,Female,1 time,1 time,Never,0,1 or 2 days,Most of the time,Rarely,No,Yes,No,Yes,No
472,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,10 or more days,Sometimes,Always,No,Yes,No,No,No
473,No,No,No,13 years old,Male,0 times,2 or 3 times,Never,3 or more,1 or 2 days,Rarely,Always,No,Yes,No,No,No
476,Yes,No,Yes,14 years old,Female,0 times,1 time,Always,2,0 days,Most of the time,Sometimes,Yes,No,No,Yes,Yes
477,No,No,No,16 years old,Male,2 or 3 times,0 times,Rarely,2,3 to 5 days,Always,Never,No,Yes,No,Yes,Yes
480,No,No,No,14 years old,Male,0 times,1 time,Sometimes,3 or more,3 to 5 days,Rarely,Rarely,No,Yes,No,No,No
481,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Sometimes,No,No,No,No,No
483,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,Yes,No
484,No,No,No,15 years old,Male,2 or 3 times,2 or 3 times,Never,3 or more,1 or 2 days,Sometimes,Most of the time,No,Yes,No,No,No
485,Yes,No,Yes,16 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Never,Yes,No,No,No,No
487,Yes,Yes,No,15 years old,Female,10 or 11 times,8 or 9 times,Always,1,10 or more days,Sometimes,Rarely,Yes,Yes,No,No,No
489,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
490,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,3 to 5 days,Most of the time,Sometimes,No,Yes,No,No,No
491,Yes,No,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
492,No,No,No,14 years old,Female,1 time,1 time,Never,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
493,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Never,No,No,No,Yes,Yes
496,No,No,No,16 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Never,No,No,No,No,No
497,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Never,No,No,No,No,No
498,Yes,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Never,No,No,No,No,No
499,No,No,No,15 years old,Female,0 times,0 times,Sometimes,1,10 or more days,Always,Always,No,Yes,No,No,No
500,No,Yes,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
501,No,Yes,No,15 years old,Female,1 time,1 time,Sometimes,3 or more,0 days,Rarely,Rarely,No,No,No,Yes,No
502,No,Yes,Yes,17 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Sometimes,Rarely,Yes,No,No,No,No
503,No,No,No,15 years old,Male,0 times,0 times,Sometimes,0,10 or more days,Most of the time,Rarely,No,Yes,No,No,No
504,No,No,No,17 years old,Male,0 times,12 or more times,Always,1,10 or more days,Always,Never,Yes,Yes,No,No,No
505,Yes,Yes,Yes,16 years old,Female,0 times,1 time,Most of the time,3 or more,10 or more days,Most of the time,Never,Yes,Yes,No,No,No
506,No,No,No,16 years old,Female,0 times,0 times,Sometimes,2,6 to 9 days,Sometimes,Always,No,Yes,No,No,No
507,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Always,No,No,No,No,No
508,No,No,No,17 years old,Female,0 times,0 times,Never,1,0 days,Most of the time,Always,No,No,No,No,No
510,No,No,No,16 years old,Female,0 times,0 times,Never,2,0 days,Sometimes,Rarely,No,No,No,Yes,No
511,Yes,Yes,No,16 years old,Female,6 or 7 times,8 or 9 times,Most of the time,2,0 days,Rarely,Never,Yes,No,No,No,No
512,No,No,No,16 years old,Male,0 times,0 times,Rarely,2,0 days,Always,Never,No,No,No,No,No
513,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Never,No,No,No,Yes,No
514,Yes,Yes,Yes,14 years old,Male,12 or more times,1 time,Sometimes,2,0 days,Rarely,Never,No,No,No,Yes,No
516,No,Yes,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Rarely,Rarely,No,No,No,Yes,No
520,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Always,Sometimes,No,Yes,No,No,No
524,No,Yes,Yes,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Always,Sometimes,No,No,No,No,No
525,No,No,No,13 years old,Female,0 times,0 times,Sometimes,2,0 days,Most of the time,Always,No,No,No,No,No
527,Yes,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Rarely,No,No,No,No,No
528,No,No,No,14 years old,Male,0 times,1 time,Never,1,1 or 2 days,Sometimes,Never,No,Yes,No,Yes,No
529,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
530,Yes,Yes,Yes,14 years old,Female,0 times,2 or 3 times,Most of the time,3 or more,1 or 2 days,Rarely,Never,Yes,Yes,No,Yes,No
533,No,No,Yes,15 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
534,No,No,No,15 years old,Female,0 times,0 times,Most of the time,3 or more,1 or 2 days,Sometimes,Rarely,Yes,Yes,No,No,No
536,No,No,No,13 years old,Male,1 time,1 time,Never,3 or more,0 days,Always,Always,No,No,No,No,No
541,Yes,No,No,16 years old,Male,0 times,0 times,Sometimes,3 or more,10 or more days,Rarely,Never,No,Yes,No,No,No
543,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
546,No,No,No,15 years old,Male,0 times,2 or 3 times,Never,3 or more,0 days,Most of the time,Never,No,No,No,Yes,Yes
550,No,No,No,13 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No,No,No,No
556,No,No,No,14 years old,Female,0 times,0 times,Never,2,0 days,Sometimes,Sometimes,No,No,No,No,No
557,Yes,Yes,No,15 years old,Female,0 times,0 times,Always,3 or more,0 days,Rarely,Sometimes,Yes,No,No,No,No
558,Yes,Yes,No,13 years old,Female,0 times,0 times,Always,3 or more,1 or 2 days,Rarely,Never,Yes,Yes,No,No,No
560,No,Yes,Yes,15 years old,Male,0 times,0 times,Never,3 or more,3 to 5 days,Always,Most of the time,No,Yes,No,No,No
564,No,No,No,13 years old,Male,0 times,1 time,Sometimes,3 or more,0 days,Never,Always,No,No,No,Yes,No
567,No,No,Yes,13 years old,Male,1 time,2 or 3 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No,No,Yes,Yes
569,No,No,No,13 years old,Female,0 times,0 times,Never,2,1 or 2 days,Rarely,Always,No,Yes,No,No,No
572,No,No,No,14 years old,Male,1 time,1 time,Most of the time,3 or more,0 days,Rarely,Always,Yes,No,No,No,No
573,No,No,No,14 years old,Female,0 times,0 times,Sometimes,2,0 days,Never,Most of the time,No,No,No,No,No
574,Yes,Yes,Yes,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No,No,Yes,No
575,Yes,Yes,Yes,14 years old,Female,0 times,0 times,Most of the time,3 or more,1 or 2 days,Sometimes,Rarely,Yes,Yes,No,Yes,No
577,No,No,No,14 years old,Male,0 times,0 times,Never,0,0 days,Most of the time,Always,No,No,No,Yes,Yes
585,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,3 to 5 days,Never,Always,No,Yes,No,No,No
586,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Sometimes,No,No,No,No,No
592,No,No,Yes,13 years old,Male,1 time,1 time,Rarely,3 or more,3 to 5 days,Never,Never,No,Yes,No,No,No
600,No,No,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Never,No,No,No,Yes,Yes
603,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
604,Yes,Yes,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,10 or more days,Never,Rarely,No,Yes,No,No,No
605,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Sometimes,Most of the time,No,Yes,No,No,No
607,No,No,Yes,16 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Never,Always,No,Yes,No,No,No
611,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Always,No,No,No,No,No
612,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,10 or more days,Sometimes,Always,No,Yes,No,No,No
613,No,No,No,16 years old,Female,0 times,0 times,Most of the time,3 or more,3 to 5 days,Most of the time,Rarely,Yes,Yes,No,No,No
615,No,Yes,No,15 years old,Female,1 time,2 or 3 times,Always,3 or more,0 days,Rarely,Never,Yes,No,No,Yes,No
616,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Rarely,Sometimes,No,No,No,Yes,Yes
620,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Never,No,No,No,Yes,No
622,No,No,Yes,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Never,No,No,No,Yes,No
623,No,No,No,14 years old,Female,0 times,0 times,Most of the time,1,10 or more days,Rarely,Rarely,Yes,Yes,No,Yes,No
624,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Always,Always,No,Yes,No,No,No
625,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
626,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No,No,No,No
627,No,No,No,17 years old,Male,0 times,12 or more times,Sometimes,0,0 days,Sometimes,Rarely,No,No,No,No,No
628,No,No,No,15 years old,Female,0 times,2 or 3 times,Never,2,0 days,Sometimes,Rarely,No,No,No,No,No
629,No,No,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Sometimes,No,No,No,No,No
638,No,No,No,17 years old,Male,1 time,2 or 3 times,Never,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
639,No,No,Yes,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Never,Never,No,No,No,No,No
643,No,No,No,16 years old,Male,0 times,2 or 3 times,Sometimes,3 or more,1 or 2 days,Most of the time,Most of the time,No,Yes,No,No,No
645,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Rarely,2,3 to 5 days,Most of the time,Always,No,Yes,No,No,No
650,Yes,Yes,No,14 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Always,Most of the time,No,Yes,No,No,No
656,Yes,No,Yes,14 years old,Female,0 times,1 time,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No,No,Yes,No
660,No,No,No,15 years old,Male,0 times,2 or 3 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
661,Yes,No,Yes,17 years old,Female,6 or 7 times,0 times,Rarely,1,1 or 2 days,Sometimes,Always,No,Yes,No,Yes,Yes
662,No,No,No,16 years old,Male,1 time,1 time,Rarely,3 or more,3 to 5 days,Sometimes,Never,No,Yes,No,No,No
664,No,No,No,16 years old,Female,0 times,0 times,Never,2,0 days,Most of the time,Always,No,No,No,Yes,Yes
665,No,No,No,16 years old,Male,0 times,4 or 5 times,Rarely,3 or more,3 to 5 days,Sometimes,Rarely,No,Yes,No,Yes,Yes
669,No,Yes,Yes,16 years old,Male,0 times,1 time,Never,3 or more,0 days,Sometimes,Sometimes,No,No,Yes,No,No
670,No,Yes,No,17 years old,Male,1 time,0 times,Rarely,3 or more,1 or 2 days,Rarely,Always,No,Yes,No,Yes,No
671,No,No,No,17 years old,Male,2 or 3 times,2 or 3 times,Sometimes,3 or more,6 to 9 days,Always,Sometimes,No,Yes,No,No,No
672,No,No,No,17 years old,Female,1 time,2 or 3 times,Most of the time,2,1 or 2 days,Rarely,Sometimes,Yes,Yes,No,No,No
673,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
674,No,No,Yes,15 years old,Female,2 or 3 times,2 or 3 times,Sometimes,2,0 days,Always,Most of the time,No,No,No,Yes,No
675,No,No,No,15 years old,Male,0 times,1 time,Sometimes,2,1 or 2 days,Rarely,Rarely,No,Yes,No,Yes,Yes
676,No,No,No,15 years old,Male,0 times,0 times,Sometimes,1,0 days,Sometimes,Always,No,No,No,No,No
677,No,Yes,Yes,15 years old,Male,1 time,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
678,Yes,Yes,No,17 years old,Male,2 or 3 times,1 time,Sometimes,3 or more,10 or more days,Always,Most of the time,No,Yes,No,Yes,No
679,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
680,No,No,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Always,Never,No,No,No,No,No
681,No,No,No,15 years old,Male,0 times,2 or 3 times,Rarely,2,0 days,Sometimes,Never,No,No,No,Yes,No
683,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Most of the time,No,Yes,No,Yes,Yes
685,No,Yes,Yes,16 years old,Male,1 time,6 or 7 times,Sometimes,3 or more,1 or 2 days,Rarely,Rarely,No,Yes,No,Yes,Yes
687,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Never,Never,No,No,No,No,No
688,Yes,Yes,No,16 years old,Male,0 times,1 time,Never,3 or more,0 days,Most of the time,Most of the time,No,No,No,Yes,No
690,No,No,No,15 years old,Male,0 times,2 or 3 times,Never,2,1 or 2 days,Never,Never,No,Yes,No,Yes,Yes
693,No,No,No,16 years old,Male,1 time,0 times,Rarely,2,0 days,Most of the time,Always,No,No,No,No,No
695,No,No,Yes,17 years old,Male,0 times,0 times,Rarely,3 or more,3 to 5 days,Most of the time,Rarely,No,Yes,No,No,No
698,No,No,No,16 years old,Male,0 times,0 times,Sometimes,0,0 days,Never,Rarely,No,No,No,Yes,No
699,No,Yes,Yes,17 years old,Female,0 times,0 times,Most of the time,1,0 days,Rarely,Rarely,Yes,No,No,Yes,No
700,No,No,Yes,15 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Rarely,Never,No,Yes,No,Yes,No
701,Yes,Yes,Yes,17 years old,Male,1 time,2 or 3 times,Sometimes,3 or more,1 or 2 days,Rarely,Rarely,No,Yes,No,No,No
702,No,No,No,15 years old,Female,0 times,0 times,Always,2,0 days,Most of the time,Never,Yes,No,No,No,No
704,No,No,No,17 years old,Male,2 or 3 times,2 or 3 times,Never,3 or more,0 days,Most of the time,Sometimes,No,No,No,Yes,No
705,Yes,Yes,No,17 years old,Male,0 times,2 or 3 times,Always,3 or more,3 to 5 days,Rarely,Never,Yes,Yes,No,No,No
706,No,No,No,16 years old,Female,0 times,1 time,Always,3 or more,0 days,Sometimes,Always,Yes,No,No,Yes,No
708,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,6 to 9 days,Most of the time,Sometimes,No,Yes,No,No,No
714,No,Yes,Yes,17 years old,Female,0 times,1 time,Most of the time,3 or more,1 or 2 days,Always,Never,Yes,Yes,No,Yes,No
715,No,No,No,17 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Never,Yes,No,No,No,No
717,No,No,No,17 years old,Male,0 times,0 times,Sometimes,3 or more,6 to 9 days,Sometimes,Never,No,Yes,No,Yes,No
718,No,Yes,No,17 years old,Male,1 time,2 or 3 times,Never,1,1 or 2 days,Rarely,Rarely,No,Yes,No,No,No
719,Yes,No,Yes,16 years old,Female,0 times,2 or 3 times,Sometimes,3 or more,0 days,Always,Rarely,No,No,No,Yes,Yes
720,No,No,No,16 years old,Female,1 time,0 times,Sometimes,2,0 days,Most of the time,Most of the time,No,No,No,No,No
